Best Timing:
Time: 0 Node: Dummy Root
Time: 1 Node: 75 Name: 75`
Time: 2 Node: 76 Name: 76
Time: 3 Node: 21 Name: 21`
Time: 4 Node: 74 Name: 74`
Time: 5 Node: 72 Name: 72`
Time: 6 Node: 71 Name: 71`
Time: 7 Node: 70 Name: 70`
Time: 8 Node: 62 Name: 62`
Time: 9 Node: 60 Name: 60`
Time: 10 Node: 53 Name: 53`
Time: 11 Node: 52 Name: 52`
Time: 12 Node: 15 Name: 15`
Time: 13 Node: 51 Name: 51`
Time: 14 Node: 24 Name: 24`
Time: 15 Node: 27 Name: 27`
Time: 16 Node: 50 Name: 50`
Time: 17 Node: 14 Name: 14`
Time: 18 Node: 69 Name: 69`
Time: 19 Node: 20 Name: 20`
Time: 20 Node: 12 Name: 12`
Time: 21 Node: 11 Name: 11`
Time: 22 Node: 2 Name: 2`
Time: 23 Node: 18 Name: 18`
Time: 24 Node: 67 Name: 67`
Time: 25 Node: 66 Name: 66`
Time: 26 Node: 42 Name: 42`
Time: 27 Node: 41 Name: 41`
Time: 28 Node: 38 Name: 38`
Time: 29 Node: 37 Name: 37`
Time: 30 Node: 32 Name: 32`
Time: 31 Node: 59 Name: 59`
Time: 32 Node: 31 Name: 31`
Time: 33 Node: 56 Name: 56`
Time: 34 Node: 47 Name: 47`
Time: 35 Node: 46 Name: 46`
Time: 36 Node: 6 Name: 6`
Time: 37 Node: 36 Name: 36`
Time: 38 Node: 9 Name: 9`
Time: 39 Node: H2
Time: 39 Node: H3
Time: 39 Node: H37
Time: 39 Node: H18
Time: 39 Node: H19
Time: 39 Node: H47
Time: 39 Node: H48
Time: 39 Node: H20
Time: 39 Node: H15
Time: 39 Node: H41
Time: 39 Node: H42
Time: 39 Node: H31
Time: 39 Node: H23
Time: 39 Node: H24
Time: 39 Node: H4
Time: 39 Node: H5
Time: 39 Node: H40
Time: 39 Node: H43
Time: 39 Node: H44
Time: 39 Node: H33
Time: 39 Node: H45
Time: 39 Node: H46
Time: 39 Node: H10
Time: 39 Node: H11
Time: 39 Node: H32
Time: 39 Node: H38
Time: 39 Node: H39
Time: 39 Node: H34
Time: 39 Node: H35
Time: 39 Node: H29
Time: 39 Node: H30
Time: 39 Node: H49
Time: 39 Node: H50
Time: 39 Node: H22
Time: 39 Node: H16
Time: 39 Node: H27
Time: 39 Node: H28
Time: 39 Node: H14
Time: 39 Node: H1
Host Tree:
Number of nodes: 77, Number of tips: 39
(50) -> 49; Name: H35 --> (-1) (-1); 
(51) -> 50; Name: 50` --> (48) (49); 
(52) -> 51; Name: 51` --> (47) (50); 
(53) -> 52; Name: 52` --> (42) (51); 
(71) -> 53; Name: 53` --> (27) (52); 
(56) -> 54; Name: H29 --> (-1) (-1); 
(56) -> 55; Name: H30 --> (-1) (-1); 
(60) -> 56; Name: 56` --> (54) (55); 
(59) -> 57; Name: H49 --> (-1) (-1); 
(59) -> 58; Name: H50 --> (-1) (-1); 
(60) -> 59; Name: 59` --> (57) (58); 
(62) -> 60; Name: 60` --> (56) (59); 
(62) -> 61; Name: H22 --> (-1) (-1); 
(70) -> 62; Name: 62` --> (60) (61); 
(67) -> 63; Name: H16 --> (-1) (-1); 
(66) -> 64; Name: H27 --> (-1) (-1); 
(66) -> 65; Name: H28 --> (-1) (-1); 
(67) -> 66; Name: 66` --> (64) (65); 
(69) -> 67; Name: 67` --> (63) (66); 
(69) -> 68; Name: H14 --> (-1) (-1); 
(70) -> 69; Name: 69` --> (67) (68); 
(71) -> 70; Name: 70` --> (62) (69); 
(72) -> 71; Name: 71` --> (53) (70); 
(74) -> 72; Name: 72` --> (24) (71); 
(74) -> 73; Name: H1 --> (-1) (-1); 
(75) -> 74; Name: 74` --> (72) (73); 
(-1) -> 75; Name: 75` --> (76) (74); Polytomy group: 0
(75) -> 76; Name: 76 --> (2) (21); Polytomy group: 0
Parasite Tree:
Number of nodes: 103, Number of tips: 52
(4) -> 0; Name: S4 --> (-1) (-1); 
(3) -> 1; Name: S51 --> (-1) (-1); 
(3) -> 2; Name: S52 --> (-1) (-1); 
(4) -> 3; Name: 3` --> (1) (2); 
(6) -> 4; Name: 4` --> (0) (3); 
(6) -> 5; Name: S2 --> (-1) (-1); 
(102) -> 6; Name: 6` --> (4) (5); 
(9) -> 7; Name: S14 --> (-1) (-1); 
(9) -> 8; Name: S15 --> (-1) (-1); 
(25) -> 9; Name: 9` --> (7) (8); 
(12) -> 10; Name: S36 --> (-1) (-1); 
(12) -> 11; Name: S37 --> (-1) (-1); 
(14) -> 12; Name: 12` --> (10) (11); 
(14) -> 13; Name: S19 --> (-1) (-1); 
(22) -> 14; Name: 14` --> (12) (13); 
(19) -> 15; Name: S29 --> (-1) (-1); 
(18) -> 16; Name: S47 --> (-1) (-1); 
(18) -> 17; Name: S48 --> (-1) (-1); 
(19) -> 18; Name: 18` --> (16) (17); 
(21) -> 19; Name: 19` --> (15) (18); 
(21) -> 20; Name: S20 --> (-1) (-1); 
(22) -> 21; Name: 21` --> (19) (20); 
(24) -> 22; Name: 22` --> (14) (21); 
(24) -> 23; Name: S16 --> (-1) (-1); 
(25) -> 24; Name: 24` --> (22) (23); 
(31) -> 25; Name: 25` --> (9) (24); 
(28) -> 26; Name: S41 --> (-1) (-1); 
(28) -> 27; Name: S42 --> (-1) (-1); 
(30) -> 28; Name: 28` --> (26) (27); 
(30) -> 29; Name: S32 --> (-1) (-1); 
(31) -> 30; Name: 30` --> (28) (29); 
(102) -> 31; Name: 31` --> (25) (30); 
(36) -> 32; Name: S3 --> (-1) (-1); 
(35) -> 33; Name: S5 --> (-1) (-1); 
(35) -> 34; Name: S6 --> (-1) (-1); 
(36) -> 35; Name: 35` --> (33) (34); 
(66) -> 36; Name: 36` --> (32) (35); 
(41) -> 37; Name: S40 --> (-1) (-1); 
(40) -> 38; Name: S43 --> (-1) (-1); 
(40) -> 39; Name: S44 --> (-1) (-1); 
(41) -> 40; Name: 40` --> (38) (39); 
(47) -> 41; Name: 41` --> (37) (40); 
(46) -> 42; Name: S26 --> (-1) (-1); 
(45) -> 43; Name: S45 --> (-1) (-1); 
(45) -> 44; Name: S46 --> (-1) (-1); 
(46) -> 45; Name: 45` --> (43) (44); 
(47) -> 46; Name: 46` --> (42) (45); 
(55) -> 47; Name: 47` --> (41) (46); 
(52) -> 48; Name: S9 --> (-1) (-1); 
(51) -> 49; Name: S10 --> (-1) (-1); 
(51) -> 50; Name: S11 --> (-1) (-1); 
(52) -> 51; Name: 51` --> (49) (50); 
(54) -> 52; Name: 52` --> (48) (51); 
(54) -> 53; Name: S8 --> (-1) (-1); 
(55) -> 54; Name: 54` --> (52) (53); 
(65) -> 55; Name: 55` --> (47) (54); 
(60) -> 56; Name: S33 --> (-1) (-1); 
(59) -> 57; Name: S38 --> (-1) (-1); 
(59) -> 58; Name: S39 --> (-1) (-1); 
(60) -> 59; Name: 59` --> (57) (58); 
(64) -> 60; Name: 60` --> (56) (59); 
(63) -> 61; Name: S34 --> (-1) (-1); 
(63) -> 62; Name: S35 --> (-1) (-1); 
(64) -> 63; Name: 63` --> (61) (62); 
(65) -> 64; Name: 64` --> (60) (63); 
(66) -> 65; Name: 65` --> (55) (64); 
(72) -> 66; Name: 66` --> (36) (65); 
(69) -> 67; Name: S30 --> (-1) (-1); 
(69) -> 68; Name: S31 --> (-1) (-1); 
(71) -> 69; Name: 69` --> (67) (68); 
(71) -> 70; Name: S23 --> (-1) (-1); 
(72) -> 71; Name: 71` --> (69) (70); 
(98) -> 72; Name: 72` --> (66) (71); 
(75) -> 73; Name: S21 --> (-1) (-1); 
(75) -> 74; Name: S22 --> (-1) (-1); 
(97) -> 75; Name: 75` --> (73) (74); 
(86) -> 76; Name: S12 --> (-1) (-1); 
(81) -> 77; Name: S18 --> (-1) (-1); 
(80) -> 78; Name: S24 --> (-1) (-1); 
(80) -> 79; Name: S25 --> (-1) (-1); 
(81) -> 80; Name: 80` --> (78) (79); 
(85) -> 81; Name: 81` --> (77) (80); 
(84) -> 82; Name: S49 --> (-1) (-1); 
(84) -> 83; Name: S50 --> (-1) (-1); 
(85) -> 84; Name: 84` --> (82) (83); 
(86) -> 85; Name: 85` --> (81) (84); 
(88) -> 86; Name: 86` --> (76) (85); 
(88) -> 87; Name: S7 --> (-1) (-1); 
(96) -> 88; Name: 88` --> (86) (87); 
(93) -> 89; Name: S17 --> (-1) (-1); 
(92) -> 90; Name: S27 --> (-1) (-1); 
(92) -> 91; Name: S28 --> (-1) (-1); 
(93) -> 92; Name: 92` --> (90) (91); 
(95) -> 93; Name: 93` --> (89) (92); 
(95) -> 94; Name: S13 --> (-1) (-1); 
(96) -> 95; Name: 95` --> (93) (94); 
(97) -> 96; Name: 96` --> (88) (95); 
(98) -> 97; Name: 97` --> (75) (96); 
(100) -> 98; Name: 98` --> (72) (97); 
(100) -> 99; Name: S1 --> (-1) (-1); 
(101) -> 100; Name: 100` --> (98) (99); 
(-1) -> 101; Name: 101` --> (102) (100); Polytomy group: 0
(101) -> 102; Name: 102 --> (6) (31); Polytomy group: 0

Best Solution:
==================================
Parasite Node: S4
Association type: Tip
Host: H2
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S51
Association type: Tip
Host: H2
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S52
Association type: Tip
Host: H2
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 3`
Association type: Duplication
Host: (2`, H2)
Event Time: 39
Subtree Cost: 2
--------------------------
Parasite Node: 4`
Association type: Duplication
Host: (2`, H2)
Event Time: 39
Subtree Cost: 4
--------------------------
Parasite Node: S2
Association type: Tip
Host: H3
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 6`
Association type: Cospeciation
Host: 2`
Event Time: 22
Subtree Cost: 4
--------------------------
Parasite Node: S14
Association type: Tip
Host: H37
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S15
Association type: Tip
Host: H37
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 9`
Association type: Duplication
Host: (15`, H37)
Event Time: 39
Subtree Cost: 2
--------------------------
Parasite Node: S36
Association type: Tip
Host: H18
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S37
Association type: Tip
Host: H18
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 12`
Association type: Duplication
Host: (6`, H18)
Event Time: 39
Subtree Cost: 2
--------------------------
Parasite Node: S19
Association type: Tip
Host: H19
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 14`
Association type: Cospeciation
Host: 6`
Event Time: 36
Subtree Cost: 2
--------------------------
Parasite Node: S29
Association type: Tip
Host: H47
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S47
Association type: Tip
Host: H47
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S48
Association type: Tip
Host: H48
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 18`
Association type: Host Switch
Host: (9`, H48)
Switch Target: (9`, H47)
Event Time: 39
Subtree Cost: 3
--------------------------
Parasite Node: 19`
Association type: Cospeciation
Host: 9`
Event Time: 38
Subtree Cost: 3
--------------------------
Parasite Node: S20
Association type: Tip
Host: H20
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 21`
Association type: Cospeciation
Host: 11`
Event Time: 21
Subtree Cost: 3
--------------------------
Parasite Node: 22`
Association type: Cospeciation
Host: 12`
Event Time: 20
Subtree Cost: 5
--------------------------
Parasite Node: S16
Association type: Tip
Host: H15
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 24`
Association type: Cospeciation
Host: 14`
Event Time: 17
Subtree Cost: 5
--------------------------
Parasite Node: 25`
Association type: Cospeciation
Host: 15`
Event Time: 12
Subtree Cost: 7
--------------------------
Parasite Node: S41
Association type: Tip
Host: H41
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S42
Association type: Tip
Host: H42
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 28`
Association type: Cospeciation
Host: 18`
Event Time: 23
Subtree Cost: 0
--------------------------
Parasite Node: S32
Association type: Tip
Host: H31
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 30`
Association type: Cospeciation
Host: 20`
Event Time: 19
Subtree Cost: 0
--------------------------
Parasite Node: 31`
Association type: Cospeciation
Host: 21`
Event Time: 3
Subtree Cost: 7
--------------------------
Parasite Node: S3
Association type: Tip
Host: H4
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S5
Association type: Tip
Host: H5
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S6
Association type: Tip
Host: H5
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 35`
Association type: Duplication
Host: (27`, H5)
Event Time: 39
Subtree Cost: 2
--------------------------
Parasite Node: 36`
Association type: Cospeciation
Host: 27`
Event Time: 15
Subtree Cost: 2
--------------------------
Parasite Node: S40
Association type: Tip
Host: H40
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S43
Association type: Tip
Host: H43
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S44
Association type: Tip
Host: H44
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 40`
Association type: Cospeciation
Host: 31`
Event Time: 32
Subtree Cost: 0
--------------------------
Parasite Node: 41`
Association type: Cospeciation
Host: 32`
Event Time: 30
Subtree Cost: 0
--------------------------
Parasite Node: S26
Association type: Tip
Host: H33
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S45
Association type: Tip
Host: H45
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S46
Association type: Tip
Host: H46
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 45`
Association type: Cospeciation
Host: 36`
Event Time: 37
Subtree Cost: 0
--------------------------
Parasite Node: 46`
Association type: Cospeciation
Host: 37`
Event Time: 29
Subtree Cost: 0
--------------------------
Parasite Node: 47`
Association type: Cospeciation
Host: 38`
Event Time: 28
Subtree Cost: 0
--------------------------
Parasite Node: S9
Association type: Tip
Host: H10
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S10
Association type: Tip
Host: H10
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S11
Association type: Tip
Host: H11
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 51`
Association type: Host Switch
Host: (41`, H11)
Switch Target: (41`, H10)
Event Time: 39
Subtree Cost: 3
--------------------------
Parasite Node: 52`
Association type: Host Switch
Host: (41`, H11)
Switch Target: (41`, H10)
Event Time: 39
Subtree Cost: 6
--------------------------
Parasite Node: S8
Association type: Tip
Host: H10
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 54`
Association type: Cospeciation
Host: 41`
Event Time: 27
Subtree Cost: 6
--------------------------
Parasite Node: 55`
Association type: Cospeciation
Host: 42`
Event Time: 26
Subtree Cost: 6
--------------------------
Parasite Node: S33
Association type: Tip
Host: H32
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S38
Association type: Tip
Host: H38
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S39
Association type: Tip
Host: H39
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 59`
Association type: Cospeciation
Host: 46`
Event Time: 35
Subtree Cost: 0
--------------------------
Parasite Node: 60`
Association type: Cospeciation
Host: 47`
Event Time: 34
Subtree Cost: 0
--------------------------
Parasite Node: S34
Association type: Tip
Host: H34
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S35
Association type: Tip
Host: H35
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 63`
Association type: Cospeciation
Host: 50`
Event Time: 16
Subtree Cost: 0
--------------------------
Parasite Node: 64`
Association type: Cospeciation
Host: 51`
Event Time: 13
Subtree Cost: 0
--------------------------
Parasite Node: 65`
Association type: Cospeciation
Host: 52`
Event Time: 11
Subtree Cost: 6
--------------------------
Parasite Node: 66`
Association type: Cospeciation
Host: 53`
Event Time: 10
Subtree Cost: 8
--------------------------
Parasite Node: S30
Association type: Tip
Host: H29
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S31
Association type: Tip
Host: H30
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 69`
Association type: Host Switch
Host: (56`, H30)
Switch Target: (56`, H29)
Event Time: 39
Subtree Cost: 3
--------------------------
Parasite Node: S23
Association type: Tip
Host: H29
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 71`
Association type: Cospeciation
Host: 56`
Event Time: 33
Subtree Cost: 3
--------------------------
Parasite Node: 72`
Association type: Host Switch
Host: (71`, 53`)
Switch Target: (60`, 56`)
Event Time: 10
Subtree Cost: 14
--------------------------
Parasite Node: S21
Association type: Tip
Host: H23
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S22
Association type: Tip
Host: H24
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 75`
Association type: Cospeciation
Host: 24`
Event Time: 14
Subtree Cost: 0
--------------------------
Parasite Node: S12
Association type: Tip
Host: H29
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S18
Association type: Tip
Host: H29
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S24
Association type: Tip
Host: H30
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S25
Association type: Tip
Host: H29
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 80`
Association type: Host Switch
Host: (56`, H30)
Switch Target: (56`, H29)
Event Time: 39
Subtree Cost: 3
--------------------------
Parasite Node: 81`
Association type: Cospeciation
Host: 56`
Event Time: 33
Subtree Cost: 3
--------------------------
Parasite Node: S49
Association type: Tip
Host: H49
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S50
Association type: Tip
Host: H50
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 84`
Association type: Cospeciation
Host: 59`
Event Time: 31
Subtree Cost: 0
--------------------------
Parasite Node: 85`
Association type: Host Switch
Host: (60`, 59`)
Switch Target: (60`, 56`)
Event Time: 31
Subtree Cost: 6
--------------------------
Parasite Node: 86`
Association type: Cospeciation
Host: 60`
Event Time: 9
Subtree Cost: 8
--------------------------
Parasite Node: S7
Association type: Tip
Host: H22
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 88`
Association type: Cospeciation
Host: 62`
Event Time: 8
Subtree Cost: 8
--------------------------
Parasite Node: S17
Association type: Tip
Host: H16
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S27
Association type: Tip
Host: H27
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: S28
Association type: Tip
Host: H28
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 92`
Association type: Cospeciation
Host: 66`
Event Time: 25
Subtree Cost: 0
--------------------------
Parasite Node: 93`
Association type: Cospeciation
Host: 67`
Event Time: 24
Subtree Cost: 0
--------------------------
Parasite Node: S13
Association type: Tip
Host: H14
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 95`
Association type: Cospeciation
Host: 69`
Event Time: 18
Subtree Cost: 0
--------------------------
Parasite Node: 96`
Association type: Cospeciation
Host: 70`
Event Time: 7
Subtree Cost: 8
--------------------------
Parasite Node: 97`
Association type: Host Switch
Host: (71`, 70`)
Switch Target: (72`, 24`)
Event Time: 7
Subtree Cost: 11
--------------------------
Parasite Node: 98`
Association type: Cospeciation
Host: 71`
Event Time: 6
Subtree Cost: 25
--------------------------
Parasite Node: S1
Association type: Tip
Host: H1
Event Time: 39
Subtree Cost: 0
--------------------------
Parasite Node: 100`
Association type: Cospeciation
Host: 74`
Event Time: 4
Subtree Cost: 27
--------------------------
Parasite Node: 101`
Association type: Cospeciation
Host: 75`
Event Time: 1
Subtree Cost: 38
Cost Before Parasite Root: 0
--------------------------
Parasite Node: 102
Association type: Cospeciation
Host: 76
Event Time: 2
Subtree Cost: 11
--------------------------
Cospeciation: 38
Duplication: 5
Host Switch: 8
Loss: 2
Failure to Diverge: 0

